,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Country,Sex,Occupation,Survey,Type of Source,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Uganda,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,367,
Uganda,Female (Sex),Total (Skill level),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,3979,
Uganda,Female (Sex),Not elsewhere classified (Skill level),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,31,
Uganda,Female (Sex),Skill level 1 (low) (Skill level),National Labour Force,Labour force survey,,,,,,,317,,,,,,
Uganda,Female (Sex),Skill level 2 (medium) (Skill level),National Labour Force,Labour force survey,,,,,,,4534,,,,,,
Uganda,Female (Sex),Skill levels 3 and 4 (high) (Skill level),National Labour Force,Labour force survey,,,,,,,189,,,,,,
Uganda,Female (Sex),Total (Skill level),National Labour Force,Labour force survey,,,,,,,5041,,,,,,
Uganda,Female (Sex),Not elsewhere classified (Skill level),National Labour Force,Labour force survey,,,,,,,,,,,,,
Uganda,Total (Sex),Skill level 1 (low) (Skill level),Uganda National Household Survey,Household income/expenditure survey,,,,1675,,,,1709,,,,,
Uganda,Total (Sex),Skill level 2 (medium) (Skill level),Uganda National Household Survey,Household income/expenditure survey,,,,13365,,,,11588,,,,,
Uganda,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Uganda National Household Survey,Household income/expenditure survey,,,,687,,,,568,,,,,
Uganda,Total (Sex),Total (Skill level),Uganda National Household Survey,Household income/expenditure survey,,,,15757,,,,13896,,,,,
Uganda,Total (Sex),Not elsewhere classified (Skill level),Uganda National Household Survey,Household income/expenditure survey,,,,30,,,,30,,,,,
Uganda,Male (Sex),Skill level 1 (low) (Skill level),Uganda National Household Survey,Household income/expenditure survey,,,,1001,,,,955,,,,,
Uganda,Male (Sex),Skill level 2 (medium) (Skill level),Uganda National Household Survey,Household income/expenditure survey,,,,6234,,,,5514,,,,,
Uganda,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Uganda National Household Survey,Household income/expenditure survey,,,,407,,,,346,,,,,
Uganda,Male (Sex),Total (Skill level),Uganda National Household Survey,Household income/expenditure survey,,,,7659,,,,6827,,,,,
Uganda,Male (Sex),Not elsewhere classified (Skill level),Uganda National Household Survey,Household income/expenditure survey,,,,16,,,,12,,,,,
Uganda,Female (Sex),Skill level 1 (low) (Skill level),Uganda National Household Survey,Household income/expenditure survey,,,,674,,,,754,,,,,
Uganda,Female (Sex),Skill level 2 (medium) (Skill level),Uganda National Household Survey,Household income/expenditure survey,,,,7131,,,,6075,,,,,
Uganda,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Uganda National Household Survey,Household income/expenditure survey,,,,280,,,,222,,,,,
Uganda,Female (Sex),Total (Skill level),Uganda National Household Survey,Household income/expenditure survey,,,,8098,,,,7069,,,,,
Uganda,Female (Sex),Not elsewhere classified (Skill level),Uganda National Household Survey,Household income/expenditure survey,,,,14,,,,18,,,,,
Ukraine,Total (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,5268,5164,4867,4767,4867,,,4836,3301,3028,3075,3141,
Ukraine,Total (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,8946,9126,9379,8700,8623,,,8684,8018,7234,7127,7059,
Ukraine,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,6517,6615,6727,6725,6776,,,6884,6754,6181,6075,5956,
Ukraine,Total (Sex),Total (Skill level),Labour force survey,Labour force survey,20730,20905,20972,20192,20266,,,20404,18073,16443,16277,16156,
Ukraine,Male (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,2608,2504,2323,2251,2340,,,2447,1729,1605,1627,1673,
Ukraine,Male (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,5350,5500,5701,5219,5149,,,5206,4818,4348,4265,4223,
Ukraine,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,2720,2760,2825,2747,2811,,,2904,2808,2618,2558,2489,
Ukraine,Male (Sex),Total (Skill level),Labour force survey,Labour force survey,10676,10765,10850,10217,10300,,,10557,9354,8571,8450,8385,
Ukraine,Female (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,2660,2660,2543,2516,2527,,,2389,1572,1423,1448,1468,
Ukraine,Female (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,3597,3625,3678,3480,3473,,,3478,3200,2887,2862,2836,
Ukraine,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,3797,3855,3901,3978,3965,,,3980,3946,3563,3517,3467,
Ukraine,Female (Sex),Total (Skill level),Labour force survey,Labour force survey,10055,10140,10123,9974,9966,,,9848,8719,7872,7827,7771,
United Arab Emirates,Total (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,,,176,,,,,,,,1493,718,
United Arab Emirates,Total (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,,,953,,,,,,,,3534,1539,
United Arab Emirates,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,,,666,,,,,,,,2343,1334,
United Arab Emirates,Total (Sex),Total (Skill level),Labour force survey,Labour force survey,,,1846,,,,,,,,7450,7241,
United Arab Emirates,Total (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,,,51,,,,,,,,80,3651,
United Arab Emirates,Male (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,,,173,,,,,,,,863,301,
United Arab Emirates,Male (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,,,743,,,,,,,,3211,1446,
United Arab Emirates,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,,,537,,,,,,,,1910,1107,
United Arab Emirates,Male (Sex),Total (Skill level),Labour force survey,Labour force survey,,,1501,,,,,,,,6054,5893,
United Arab Emirates,Male (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,,,48,,,,,,,,70,3038,
United Arab Emirates,Female (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,,,3,,,,,,,,630,417,
United Arab Emirates,Female (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,,,210,,,,,,,,323,93,
United Arab Emirates,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,,,129,,,,,,,,433,226,
United Arab Emirates,Female (Sex),Total (Skill level),Labour force survey,Labour force survey,,,345,,,,,,,,1396,1348,
United Arab Emirates,Female (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,,,3,,,,,,,,10,612,
United Kingdom,Total (Sex),Skill level 1 (low) (Skill level),EU Labour Force Survey,Labour force survey,3059,3120,3101,2969,2957,2589,2639,2637,2732,2747,2718,2747,2769
United Kingdom,Total (Sex),Skill level 2 (medium) (Skill level),EU Labour Force Survey,Labour force survey,13704,13705,13684,13359,13306,12839,12840,12857,13221,13425,13428,13531,13498
United Kingdom,Total (Sex),Skill levels 3 and 4 (high) (Skill level),EU Labour Force Survey,Labour force survey,12134,12275,12559,12564,12670,13667,13935,14295,14560,14860,15339,15546,15918
United Kingdom,Total (Sex),Total (Skill level),EU Labour Force Survey,Labour force survey,29041,29261,29520,29059,29125,29282,29596,29954,30671,31193,31628,31963,32354
United Kingdom,Total (Sex),Not elsewhere classified (Skill level),EU Labour Force Survey,Labour force survey,144,161,175,166,192,186,182,165,159,161,143,140,169
United Kingdom,Male (Sex),Skill level 1 (low) (Skill level),EU Labour Force Survey,Labour force survey,1881,1947,1941,1814,1812,1443,1488,1466,1551,1545,1525,1513,1538
United Kingdom,Male (Sex),Skill level 2 (medium) (Skill level),EU Labour Force Survey,Labour force survey,6737,6761,6741,6475,6512,6672,6641,6648,6833,6933,6966,7049,6986
United Kingdom,Male (Sex),Skill levels 3 and 4 (high) (Skill level),EU Labour Force Survey,Labour force survey,6902,6962,7070,7066,7055,7361,7541,7717,7821,8011,8237,8278,8492
United Kingdom,Male (Sex),Total (Skill level),EU Labour Force Survey,Labour force survey,15636,15790,15890,15483,15527,15618,15808,15953,16325,16611,16842,16954,17147
United Kingdom,Male (Sex),Not elsewhere classified (Skill level),EU Labour Force Survey,Labour force survey,115,119,138,127,147,142,137,123,120,121,114,114,130
United Kingdom,Female (Sex),Skill level 1 (low) (Skill level),EU Labour Force Survey,Labour force survey,1177,1172,1161,1154,1145,1147,1151,1172,1181,1202,1194,1233,1231
United Kingdom,Female (Sex),Skill level 2 (medium) (Skill level),EU Labour Force Survey,Labour force survey,6967,6944,6943,6884,6793,6167,6199,6210,6388,6491,6461,6482,6511
United Kingdom,Female (Sex),Skill levels 3 and 4 (high) (Skill level),EU Labour Force Survey,Labour force survey,5232,5314,5490,5499,5615,6306,6394,6578,6739,6849,7102,7268,7426
United Kingdom,Female (Sex),Total (Skill level),EU Labour Force Survey,Labour force survey,13404,13471,13630,13576,13598,13664,13788,14001,14346,14582,14786,15009,15208
United Kingdom,Female (Sex),Not elsewhere classified (Skill level),EU Labour Force Survey,Labour force survey,29,41,37,39,45,44,45,42,39,40,29,26,39
United States,Total (Sex),Skill level 1 (low) (Skill level),Current Population Survey,Labour force survey,13907,13912,13714,12821,12870,13053,9254,13803,14373,14386,14720,15056,15348
United States,Total (Sex),Skill level 2 (medium) (Skill level),Current Population Survey,Labour force survey,67329,67583,66598,62955,62780,63668,42954,64585,64760,65137,66116,66226,66661
United States,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Current Population Survey,Labour force survey,63191,64551,65051,64102,63414,63148,43258,65541,67172,69311,70600,72056,73752
United States,Total (Sex),Total (Skill level),Current Population Survey,Labour force survey,144427,146047,145362,139877,139064,139869,95466,143929,146305,148834,151436,153337,155761
United States,Male (Sex),Skill level 1 (low) (Skill level),Current Population Survey,Labour force survey,9861,9863,9744,9051,9010,9310,6596,9890,10275,10219,10423,10561,10686
United States,Male (Sex),Skill level 2 (medium) (Skill level),Current Population Survey,Labour force survey,35257,35396,34647,32344,32483,33144,22415,33433,33686,34036,34718,34883,35213
United States,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Current Population Survey,Labour force survey,32384,32996,33095,32275,31867,31836,21763,33029,33732,34875,35428,35957,36799
United States,Male (Sex),Total (Skill level),Current Population Survey,Labour force survey,77502,78254,77486,73670,73359,74290,50773,76353,77692,79131,80568,81402,82698
United States,Female (Sex),Skill level 1 (low) (Skill level),Current Population Survey,Labour force survey,4046,4050,3970,3769,3860,3743,2658,3913,4098,4166,4297,4495,4662
United States,Female (Sex),Skill level 2 (medium) (Skill level),Current Population Survey,Labour force survey,32072,32187,31951,30611,30297,30524,20540,31152,31074,31101,31399,31342,31448
United States,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Current Population Survey,Labour force survey,30807,31555,31956,31827,31547,31312,21496,32512,33440,34436,35172,36098,36953
United States,Female (Sex),Total (Skill level),Current Population Survey,Labour force survey,66925,67792,67876,66208,65705,65579,44693,67577,68613,69703,70868,71936,73063
Uruguay,Total (Sex),Skill level 1 (low) (Skill level),Continous Household Survey,Labour force survey,302,325,328,326,372,312,307,315,315,304,303,302,306
Uruguay,Total (Sex),Skill level 2 (medium) (Skill level),Continous Household Survey,Labour force survey,721,705,735,752,834,979,927,961,983,986,980,966,958
Uruguay,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Continous Household Survey,Labour force survey,267,285,292,312,341,341,319,329,347,349,351,365,361
Uruguay,Total (Sex),Total (Skill level),Continous Household Survey,Labour force survey,1302,1326,1364,1400,1559,1641,1563,1617,1654,1648,1645,1644,1636
Uruguay,Total (Sex),Not elsewhere classified (Skill level),Continous Household Survey,Labour force survey,12,10,9,10,12,9,9,11,10,9,10,10,10
Uruguay,Male (Sex),Skill level 1 (low) (Skill level),Continous Household Survey,Labour force survey,152,171,168,167,194,156,149,154,152,149,145,147,151
Uruguay,Male (Sex),Skill level 2 (medium) (Skill level),Continous Household Survey,Labour force survey,443,423,435,446,496,578,547,576,587,582,581,571,563
Uruguay,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Continous Household Survey,Labour force survey,130,140,141,152,162,167,150,159,169,172,172,178,175
Uruguay,Male (Sex),Total (Skill level),Continous Household Survey,Labour force survey,735,744,752,775,863,910,856,900,918,911,908,905,899
Uruguay,Male (Sex),Not elsewhere classified (Skill level),Continous Household Survey,Labour force survey,11,10,8,9,11,9,9,11,9,8,10,9,10
Uruguay,Female (Sex),Skill level 1 (low) (Skill level),Continous Household Survey,Labour force survey,150,155,161,159,178,157,158,160,162,156,158,155,155
Uruguay,Female (Sex),Skill level 2 (medium) (Skill level),Continous Household Survey,Labour force survey,278,282,300,306,338,400,379,385,395,404,399,396,395
Uruguay,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Continous Household Survey,Labour force survey,137,146,151,160,179,174,169,170,177,177,180,187,185
Uruguay,Female (Sex),Total (Skill level),Continous Household Survey,Labour force survey,566,582,612,625,696,732,707,717,736,737,737,739,737
Uruguay,Female (Sex),Not elsewhere classified (Skill level),Continous Household Survey,Labour force survey,1,0,0,1,1,0,0,1,1,0,1,1,1
Vanuatu,Total (Sex),Skill level 1 (low) (Skill level),National Population and Housing Census,Population census,,,,13,,,,,,,,,
Vanuatu,Total (Sex),Skill level 2 (medium) (Skill level),National Population and Housing Census,Population census,,,,72,,,,,,,,,
Vanuatu,Total (Sex),Skill levels 3 and 4 (high) (Skill level),National Population and Housing Census,Population census,,,,10,,,,,,,,,
Vanuatu,Total (Sex),Total (Skill level),National Population and Housing Census,Population census,,,,94,,,,,,,,,
Vanuatu,Total (Sex),Not elsewhere classified (Skill level),National Population and Housing Census,Population census,,,,0,,,,,,,,,
Vanuatu,Male (Sex),Skill level 1 (low) (Skill level),National Population and Housing Census,Population census,,,,6,,,,,,,,,
Vanuatu,Male (Sex),Skill level 2 (medium) (Skill level),National Population and Housing Census,Population census,,,,42,,,,,,,,,
Vanuatu,Male (Sex),Skill levels 3 and 4 (high) (Skill level),National Population and Housing Census,Population census,,,,6,,,,,,,,,
Vanuatu,Male (Sex),Total (Skill level),National Population and Housing Census,Population census,,,,54,,,,,,,,,
Vanuatu,Male (Sex),Not elsewhere classified (Skill level),National Population and Housing Census,Population census,,,,0,,,,,,,,,
Vanuatu,Female (Sex),Skill level 1 (low) (Skill level),National Population and Housing Census,Population census,,,,7,,,,,,,,,
Vanuatu,Female (Sex),Skill level 2 (medium) (Skill level),National Population and Housing Census,Population census,,,,30,,,,,,,,,
Vanuatu,Female (Sex),Skill levels 3 and 4 (high) (Skill level),National Population and Housing Census,Population census,,,,4,,,,,,,,,
Vanuatu,Female (Sex),Total (Skill level),National Population and Housing Census,Population census,,,,41,,,,,,,,,
Vanuatu,Female (Sex),Not elsewhere classified (Skill level),National Population and Housing Census,Population census,,,,0,,,,,,,,,
"Venezuela, Bolivarian Republic of",Total (Sex),Skill level 1 (low) (Skill level),Household Sample Survey,Labour force survey,34,39,37,44,47,47,49,,,,,,
"Venezuela, Bolivarian Republic of",Total (Sex),Skill level 2 (medium) (Skill level),Household Sample Survey,Labour force survey,9086,9313,9649,9761,9764,9944,9991,10353,,,,,
"Venezuela, Bolivarian Republic of",Total (Sex),Skill levels 3 and 4 (high) (Skill level),Household Sample Survey,Labour force survey,1774,1853,1933,2048,2098,2172,2295,2483,,,,,
"Venezuela, Bolivarian Republic of",Total (Sex),Total (Skill level),Household Sample Survey,Labour force survey,11017,11350,11705,11927,12010,12237,12418,12948,,,,,
"Venezuela, Bolivarian Republic of",Total (Sex),Not elsewhere classified (Skill level),Household Sample Survey,Labour force survey,123,145,86,74,100,75,83,113,,,,,
"Venezuela, Bolivarian Republic of",Male (Sex),Skill level 1 (low) (Skill level),Household Sample Survey,Labour force survey,33,38,36,43,46,45,48,,,,,,
"Venezuela, Bolivarian Republic of",Male (Sex),Skill level 2 (medium) (Skill level),Household Sample Survey,Labour force survey,5882,6031,6228,6277,6328,6452,6476,,,,,,
