"Downloaded on TUE, 21 MAY 2019 13:18 +0200 from ILOSTAT",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Dataset:,Annual data,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Country,Sex,Status in employment,Survey,Type of Source,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Togo,Total (Sex),5. Contributing family workers (ICSE-93),School to work transition survey,Other household survey,,,,,,,,,348,,,,
Togo,Total (Sex),6. Workers not classifiable by status (ICSE-93),School to work transition survey,Other household survey,,,,,,,,,135,,,,
Togo,Total (Sex),Total (ICSE-93),School to work transition survey,Other household survey,,,,,,,,,1392,,,,
Togo,Male (Sex),1. Employees (ICSE-93),School to work transition survey,Other household survey,,,,,,,,,124,,,,
Togo,Male (Sex),2. Employers (ICSE-93),School to work transition survey,Other household survey,,,,,,,,,16,,,,
Togo,Male (Sex),3. Own-account workers (ICSE-93),School to work transition survey,Other household survey,,,,,,,,,252,,,,
Togo,Male (Sex),4. Members of producers' cooperatives (ICSE-93),School to work transition survey,Other household survey,,,,,,,,,,,,,
Togo,Male (Sex),5. Contributing family workers (ICSE-93),School to work transition survey,Other household survey,,,,,,,,,138,,,,
Togo,Male (Sex),6. Workers not classifiable by status (ICSE-93),School to work transition survey,Other household survey,,,,,,,,,67,,,,
Togo,Male (Sex),Total (ICSE-93),School to work transition survey,Other household survey,,,,,,,,,598,,,,
Togo,Female (Sex),1. Employees (ICSE-93),School to work transition survey,Other household survey,,,,,,,,,78,,,,
Togo,Female (Sex),2. Employers (ICSE-93),School to work transition survey,Other household survey,,,,,,,,,6,,,,
Togo,Female (Sex),3. Own-account workers (ICSE-93),School to work transition survey,Other household survey,,,,,,,,,428,,,,
Togo,Female (Sex),4. Members of producers' cooperatives (ICSE-93),School to work transition survey,Other household survey,,,,,,,,,4,,,,
Togo,Female (Sex),5. Contributing family workers (ICSE-93),School to work transition survey,Other household survey,,,,,,,,,210,,,,
Togo,Female (Sex),6. Workers not classifiable by status (ICSE-93),School to work transition survey,Other household survey,,,,,,,,,68,,,,
Togo,Female (Sex),Total (ICSE-93),School to work transition survey,Other household survey,,,,,,,,,793,,,,
Trinidad and Tobago,Total (Sex),1. Employees (ICSE-93),Continuous Sample Survey of the Population,Labour force survey,,,,459,456,474,494,490,498,484,468,,
Trinidad and Tobago,Total (Sex),2. Employers (ICSE-93),Continuous Sample Survey of the Population,Labour force survey,,,,28,29,27,27,33,30,34,33,,
Trinidad and Tobago,Total (Sex),3. Own-account workers (ICSE-93),Continuous Sample Survey of the Population,Labour force survey,,,,90,92,101,95,99,104,102,109,,
Trinidad and Tobago,Total (Sex),5. Contributing family workers (ICSE-93),Continuous Sample Survey of the Population,Labour force survey,,,,4,4,4,3,3,3,2,3,,
Trinidad and Tobago,Total (Sex),6. Workers not classifiable by status (ICSE-93),Continuous Sample Survey of the Population,Labour force survey,,,,7,1,1,1,1,2,1,1,,
Trinidad and Tobago,Total (Sex),Total (ICSE-93),Continuous Sample Survey of the Population,Labour force survey,,,,588,582,608,620,626,637,623,613,,
Trinidad and Tobago,Male (Sex),1. Employees (ICSE-93),Continuous Sample Survey of the Population,Labour force survey,,,,258,253,268,273,270,273,266,251,,
Trinidad and Tobago,Male (Sex),2. Employers (ICSE-93),Continuous Sample Survey of the Population,Labour force survey,,,,22,23,22,22,25,23,27,26,,
Trinidad and Tobago,Male (Sex),3. Own-account workers (ICSE-93),Continuous Sample Survey of the Population,Labour force survey,,,,65,67,73,68,71,74,74,78,,
Trinidad and Tobago,Male (Sex),5. Contributing family workers (ICSE-93),Continuous Sample Survey of the Population,Labour force survey,,,,1,1,1,1,0,1,0,1,,
Trinidad and Tobago,Male (Sex),6. Workers not classifiable by status (ICSE-93),Continuous Sample Survey of the Population,Labour force survey,,,,4,0,0,1,1,1,1,1,,
Trinidad and Tobago,Male (Sex),Total (ICSE-93),Continuous Sample Survey of the Population,Labour force survey,,,,350,344,364,364,367,372,368,356,,
Trinidad and Tobago,Female (Sex),1. Employees (ICSE-93),Continuous Sample Survey of the Population,Labour force survey,,,,201,203,207,221,220,225,218,217,,
Trinidad and Tobago,Female (Sex),2. Employers (ICSE-93),Continuous Sample Survey of the Population,Labour force survey,,,,6,6,6,5,8,7,8,7,,
Trinidad and Tobago,Female (Sex),3. Own-account workers (ICSE-93),Continuous Sample Survey of the Population,Labour force survey,,,,25,25,28,27,28,30,28,31,,
Trinidad and Tobago,Female (Sex),5. Contributing family workers (ICSE-93),Continuous Sample Survey of the Population,Labour force survey,,,,3,3,4,3,3,2,1,2,,
Trinidad and Tobago,Female (Sex),6. Workers not classifiable by status (ICSE-93),Continuous Sample Survey of the Population,Labour force survey,,,,3,0,1,0,0,1,1,0,,
Trinidad and Tobago,Female (Sex),Total (ICSE-93),Continuous Sample Survey of the Population,Labour force survey,,,,238,238,244,256,259,265,256,257,,
Tunisia,Total (Sex),1. Employees (ICSE-93),National Population and Employment Survey,Labour force survey,2049,2143,2187,2201,2245,2234,2307,2386,,,,,
Tunisia,Total (Sex),2. Employers (ICSE-93),National Population and Employment Survey,Labour force survey,164,156,183,191,221,183,223,236,,,,,
Tunisia,Total (Sex),3. Own-account workers (ICSE-93),National Population and Employment Survey,Labour force survey,581,600,613,611,619,585,558,562,,,,,
Tunisia,Total (Sex),4. Members of producers' cooperatives (ICSE-93),National Population and Employment Survey,Labour force survey,,,,8,,,,,,,,,
Tunisia,Total (Sex),5. Contributing family workers (ICSE-93),National Population and Employment Survey,Labour force survey,208,168,139,147,191,135,140,125,,,,,
Tunisia,Total (Sex),6. Workers not classifiable by status (ICSE-93),National Population and Employment Survey,Labour force survey,3,18,33,40,1,2,3,6,,,,,
Tunisia,Total (Sex),Total (ICSE-93),National Population and Employment Survey,Labour force survey,3005,3085,3155,3199,3277,3140,3232,3315,,,,,
Tunisia,Male (Sex),1. Employees (ICSE-93),National Population and Employment Survey,Labour force survey,1490,1541,1567,1587,1639,1642,1669,1710,,,,,
Tunisia,Male (Sex),2. Employers (ICSE-93),National Population and Employment Survey,Labour force survey,151,141,166,175,199,165,203,210,,,,,
Tunisia,Male (Sex),3. Own-account workers (ICSE-93),National Population and Employment Survey,Labour force survey,479,503,514,523,523,510,477,486,,,,,
Tunisia,Male (Sex),4. Members of producers' cooperatives (ICSE-93),National Population and Employment Survey,Labour force survey,,,,6,,,,,,,,,
Tunisia,Male (Sex),5. Contributing family workers (ICSE-93),National Population and Employment Survey,Labour force survey,97,85,80,87,95,75,85,73,,,,,
Tunisia,Male (Sex),6. Workers not classifiable by status (ICSE-93),National Population and Employment Survey,Labour force survey,2,9,10,13,1,2,2,4,,,,,
Tunisia,Male (Sex),Total (ICSE-93),National Population and Employment Survey,Labour force survey,2219,2279,2337,2391,2458,2394,2435,2482,,,,,
Tunisia,Female (Sex),1. Employees (ICSE-93),National Population and Employment Survey,Labour force survey,559,602,619,614,606,592,638,676,,,,,
Tunisia,Female (Sex),2. Employers (ICSE-93),National Population and Employment Survey,Labour force survey,14,15,16,17,22,18,21,26,,,,,
Tunisia,Female (Sex),3. Own-account workers (ICSE-93),National Population and Employment Survey,Labour force survey,103,97,100,88,96,75,82,77,,,,,
Tunisia,Female (Sex),4. Members of producers' cooperatives (ICSE-93),National Population and Employment Survey,Labour force survey,,,,2,,,,,,,,,
Tunisia,Female (Sex),5. Contributing family workers (ICSE-93),National Population and Employment Survey,Labour force survey,111,83,59,60,96,60,55,52,,,,,
Tunisia,Female (Sex),6. Workers not classifiable by status (ICSE-93),National Population and Employment Survey,Labour force survey,1,8,24,27,0,1,1,2,,,,,
Tunisia,Female (Sex),Total (ICSE-93),National Population and Employment Survey,Labour force survey,786,806,819,807,820,746,797,833,,,,,
Turkey,Total (Sex),1. Employees (ICSE-93),EU Labour Force Survey,Labour force survey,12036,12546,12926,12768,13759,14872,15619,16351,17130,17871,18385,18967,19536
Turkey,Total (Sex),2. Employers (ICSE-93),EU Labour Force Survey,Labour force survey,1162,1191,1251,1208,1202,1244,1238,1182,1174,1177,1239,1280,1280
Turkey,Total (Sex),3. Own-account workers (ICSE-93),EU Labour Force Survey,Labour force survey,4552,4382,4331,4424,4552,4685,4696,4771,4477,4466,4536,4815,4909
Turkey,Total (Sex),5. Contributing family workers (ICSE-93),EU Labour Force Survey,Labour force survey,2684,2631,2685,2870,3080,3298,3266,3216,3150,3105,3055,3134,3008
Turkey,Total (Sex),6. Workers not classifiable by status (ICSE-93),EU Labour Force Survey,Labour force survey,,0,,0,,,,0,0,0,0,,
Turkey,Total (Sex),Total (ICSE-93),EU Labour Force Survey,Labour force survey,20433,20750,21193,21271,22593,24099,24819,25520,25931,26619,27216,28197,28734
Turkey,Male (Sex),1. Employees (ICSE-93),EU Labour Force Survey,Labour force survey,9365,9736,9953,9770,10499,11273,11652,12028,12498,12901,13107,13427,13642
Turkey,Male (Sex),2. Employers (ICSE-93),EU Labour Force Survey,Labour force survey,1092,1116,1173,1131,1119,1157,1145,1088,1079,1082,1127,1168,1169
Turkey,Male (Sex),3. Own-account workers (ICSE-93),EU Labour Force Survey,Labour force survey,3894,3767,3715,3676,3729,3870,3907,3950,3776,3754,3802,3993,4033
Turkey,Male (Sex),5. Contributing family workers (ICSE-93),EU Labour Force Survey,Labour force survey,821,773,755,825,821,830,807,813,888,841,863,877,871
Turkey,Male (Sex),6. Workers not classifiable by status (ICSE-93),EU Labour Force Survey,Labour force survey,0,0,,0,0,,,0,0,0,0,0,
Turkey,Male (Sex),Total (ICSE-93),EU Labour Force Survey,Labour force survey,15173,15392,15596,15402,16168,17131,17511,17878,18241,18578,18898,19464,19715
Turkey,Female (Sex),1. Employees (ICSE-93),EU Labour Force Survey,Labour force survey,2671,2810,2973,2998,3259,3599,3967,4324,4632,4970,5278,5540,5894
Turkey,Female (Sex),2. Employers (ICSE-93),EU Labour Force Survey,Labour force survey,69,75,78,77,83,87,93,94,94,95,112,112,112
Turkey,Female (Sex),3. Own-account workers (ICSE-93),EU Labour Force Survey,Labour force survey,658,615,616,748,823,815,789,821,701,712,735,823,876
Turkey,Female (Sex),5. Contributing family workers (ICSE-93),EU Labour Force Survey,Labour force survey,1863,1858,1931,2045,2259,2468,2459,2403,2262,2264,2192,2257,2137
Turkey,Female (Sex),6. Workers not classifiable by status (ICSE-93),EU Labour Force Survey,Labour force survey,0,,0,0,0,0,,0,0,,0,,
Turkey,Female (Sex),Total (ICSE-93),EU Labour Force Survey,Labour force survey,5260,5357,5597,5868,6424,6969,7308,7641,7690,8041,8317,8732,9018
Turks and Caicos Islands,Total (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,17,19,21,,,,,,,,,,
Turks and Caicos Islands,Total (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,1,1,1,,,,,,,,,,
Turks and Caicos Islands,Total (Sex),Total (ICSE-93),Labour force survey,Labour force survey,18,20,21,,,,,,,,,,
Turks and Caicos Islands,Male (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,10,12,13,,,,,,,,,,
Turks and Caicos Islands,Male (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,1,1,1,,,,,,,,,,
Turks and Caicos Islands,Male (Sex),Total (ICSE-93),Labour force survey,Labour force survey,11,12,13,,,,,,,,,,
Turks and Caicos Islands,Female (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,7,7,8,,,,,,,,,,
Turks and Caicos Islands,Female (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,0,0,0,,,,,,,,,,
Turks and Caicos Islands,Female (Sex),Total (ICSE-93),Labour force survey,Labour force survey,7,7,8,,,,,,,,,,
Tuvalu,Total (Sex),1. Employees (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,2,,
Tuvalu,Total (Sex),2. Employers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,0,,
Tuvalu,Total (Sex),3. Own-account workers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,0,,
Tuvalu,Total (Sex),5. Contributing family workers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,1,,
Tuvalu,Total (Sex),6. Workers not classifiable by status (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,0,,
Tuvalu,Total (Sex),Total (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,4,,
Tuvalu,Male (Sex),1. Employees (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,2,,
Tuvalu,Male (Sex),2. Employers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,0,,
Tuvalu,Male (Sex),3. Own-account workers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,0,,
Tuvalu,Male (Sex),5. Contributing family workers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,1,,
Tuvalu,Male (Sex),6. Workers not classifiable by status (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,0,,
Tuvalu,Male (Sex),Total (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,3,,
Tuvalu,Female (Sex),1. Employees (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,1,,
Tuvalu,Female (Sex),2. Employers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,,,
Tuvalu,Female (Sex),3. Own-account workers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,0,,
Tuvalu,Female (Sex),5. Contributing family workers (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,0,,
Tuvalu,Female (Sex),6. Workers not classifiable by status (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,0,,
Tuvalu,Female (Sex),Total (ICSE-93),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,,,,1,,
Uganda,Total (Sex),1. Employees (ICSE-93),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,3104,
Uganda,Total (Sex),2. Employers (ICSE-93),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,275,
Uganda,Total (Sex),3. Own-account workers (ICSE-93),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,4866,
Uganda,Total (Sex),4. Members of producers' cooperatives (ICSE-93),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,1,
Uganda,Total (Sex),5. Contributing family workers (ICSE-93),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,836,
Uganda,Total (Sex),6. Workers not classifiable by status (ICSE-93),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,44,
Uganda,Total (Sex),Total (ICSE-93),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,9126,
Uganda,Total (Sex),1. Employees (ICSE-93),National Labour Force,Labour force survey,,,,,,,2135,,,,,,
Uganda,Total (Sex),2. Employers (ICSE-93),National Labour Force,Labour force survey,,,,,,,349,,,,,,
Uganda,Total (Sex),3. Own-account workers (ICSE-93),National Labour Force,Labour force survey,,,,,,,6322,,,,,,
Uganda,Total (Sex),4. Members of producers' cooperatives (ICSE-93),National Labour Force,Labour force survey,,,,,,,21,,,,,,
Uganda,Total (Sex),5. Contributing family workers (ICSE-93),National Labour Force,Labour force survey,,,,,,,1730,,,,,,
Uganda,Total (Sex),6. Workers not classifiable by status (ICSE-93),National Labour Force,Labour force survey,,,,,,,46,,,,,,
Uganda,Total (Sex),Total (ICSE-93),National Labour Force,Labour force survey,,,,,,,10603,,,,,,
Uganda,Male (Sex),1. Employees (ICSE-93),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,2072,
Uganda,Male (Sex),2. Employers (ICSE-93),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,206,
Uganda,Male (Sex),3. Own-account workers (ICSE-93),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,2539,
Uganda,Male (Sex),4. Members of producers' cooperatives (ICSE-93),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,0,
Uganda,Male (Sex),5. Contributing family workers (ICSE-93),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,309,
Uganda,Male (Sex),6. Workers not classifiable by status (ICSE-93),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,21,
Uganda,Male (Sex),Total (ICSE-93),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,5147,
Uganda,Male (Sex),1. Employees (ICSE-93),National Labour Force,Labour force survey,,,,,,,1438,,,,,,
Uganda,Male (Sex),2. Employers (ICSE-93),National Labour Force,Labour force survey,,,,,,,219,,,,,,
Uganda,Male (Sex),3. Own-account workers (ICSE-93),National Labour Force,Labour force survey,,,,,,,3129,,,,,,
Uganda,Male (Sex),4. Members of producers' cooperatives (ICSE-93),National Labour Force,Labour force survey,,,,,,,14,,,,,,
Uganda,Male (Sex),5. Contributing family workers (ICSE-93),National Labour Force,Labour force survey,,,,,,,741,,,,,,
Uganda,Male (Sex),6. Workers not classifiable by status (ICSE-93),National Labour Force,Labour force survey,,,,,,,22,,,,,,
Uganda,Male (Sex),Total (ICSE-93),National Labour Force,Labour force survey,,,,,,,5562,,,,,,
Uganda,Female (Sex),1. Employees (ICSE-93),Urban Labour Force Survey,Labour force survey,,,,,,,,,,,,1032,
