,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Country,Sex,Age,Education,Survey,Type of Source,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Spain,Male (Sex),15+ (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,5756,5752,5487,4796,4473,4243,3854,3667,3485,3630,3734,3791,3869
Spain,Male (Sex),15+ (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,2635,2736,2699,2473,2461,2378,2239,2117,2206,2338,2397,2454,2487
Spain,Male (Sex),15+ (Age),Less than basic (Aggregate levels),EU Labour Force Survey,Labour force survey,46,40,51,35,34,26,22,20,143,147,145,138,142
Spain,Male (Sex),15+ (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,11809,12067,11805,10733,10424,10152,9608,9316,9443,9760,10001,10266,10532
Spain,Male (Sex),25+ (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,3219,3382,3432,3329,3362,3428,3412,3439,3526,3560,3624,3772,3912
Spain,Male (Sex),25+ (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,5047,5051,4873,4356,4121,3948,3617,3464,3298,3429,3536,3586,3651
Spain,Male (Sex),25+ (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,2327,2433,2424,2266,2274,2221,2120,1992,2081,2201,2253,2285,2298
Spain,Male (Sex),25+ (Age),Less than basic (Aggregate levels),EU Labour Force Survey,Labour force survey,43,38,50,33,32,25,21,20,139,144,142,136,140
Spain,Male (Sex),25+ (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,10636,10904,10779,9985,9788,9621,9170,8915,9045,9334,9556,9778,10001
Spain,Female (Sex),15-24 (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,211,204,201,167,163,155,127,117,115,126,132,154,159
Spain,Female (Sex),15-24 (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,355,359,331,245,207,181,141,120,111,109,97,114,119
Spain,Female (Sex),15-24 (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,302,286,278,236,205,174,146,125,123,140,146,164,180
Spain,Female (Sex),15-24 (Age),Less than basic (Aggregate levels),EU Labour Force Survey,Labour force survey,1,,,,,,,,1,1,,1,
Spain,Female (Sex),15-24 (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,869,850,811,649,575,510,414,362,351,376,375,433,459
Spain,Female (Sex),15-64 (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,3130,3291,3351,3381,3477,3537,3515,3543,3666,3816,3975,4091,4239
Spain,Female (Sex),15-64 (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,2917,3055,3072,2838,2745,2662,2489,2359,2249,2225,2237,2275,2271
Spain,Female (Sex),15-64 (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,2013,2102,2163,2073,1991,1984,1936,1850,1847,1908,1979,2044,2128
Spain,Female (Sex),15-64 (Age),Less than basic (Aggregate levels),EU Labour Force Survey,Labour force survey,25,21,23,23,23,20,16,14,85,92,81,77,78
Spain,Female (Sex),15-64 (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,8085,8469,8608,8314,8236,8203,7957,7765,7847,8041,8273,8487,8717
Spain,Female (Sex),15+ (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,3138,3300,3365,3397,3494,3552,3533,3555,3678,3835,3996,4109,4261
Spain,Female (Sex),15+ (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,2947,3082,3105,2872,2784,2703,2530,2396,2275,2255,2270,2313,2309
Spain,Female (Sex),15+ (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,2019,2107,2171,2081,1998,1994,1945,1857,1854,1916,1989,2054,2143
Spain,Female (Sex),15+ (Age),Less than basic (Aggregate levels),EU Labour Force Survey,Labour force survey,27,22,24,24,25,21,17,15,94,99,86,82,83
Spain,Female (Sex),15+ (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,8131,8512,8664,8374,8301,8269,8025,7823,7902,8106,8341,8559,8796
Spain,Female (Sex),25+ (Age),Advanced (Aggregate levels),EU Labour Force Survey,Labour force survey,2927,3096,3164,3230,3331,3396,3406,3438,3563,3710,3864,3955,4102
Spain,Female (Sex),25+ (Age),Basic (Aggregate levels),EU Labour Force Survey,Labour force survey,2592,2723,2774,2627,2577,2522,2389,2276,2164,2146,2173,2199,2190
Spain,Female (Sex),25+ (Age),Intermediate (Aggregate levels),EU Labour Force Survey,Labour force survey,1717,1821,1892,1845,1793,1820,1798,1732,1731,1776,1843,1891,1962
Spain,Female (Sex),25+ (Age),Less than basic (Aggregate levels),EU Labour Force Survey,Labour force survey,26,22,24,23,24,21,17,15,93,98,85,81,83
Spain,Female (Sex),25+ (Age),Total (Aggregate levels),EU Labour Force Survey,Labour force survey,7261,7662,7854,7725,7725,7758,7610,7461,7551,7730,7965,8126,8337
Sri Lanka,Total (Sex),15-24 (Age),Advanced (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,5,6,7,139,8,8,6,9,181,
Sri Lanka,Total (Sex),15-24 (Age),Basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,615,549,543,510,489,416,429,402,411,
Sri Lanka,Total (Sex),15-24 (Age),Intermediate (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,280,306,305,194,299,301,313,313,189,
Sri Lanka,Total (Sex),15-24 (Age),Less than basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,9,27,32,38,18,13,11,12,16,
Sri Lanka,Total (Sex),15-24 (Age),Total (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,909,888,887,881,813,739,759,737,796,
Sri Lanka,Total (Sex),15-24 (Age),Level not stated (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,,,,,,,,,,
Sri Lanka,Total (Sex),15-64 (Age),Advanced (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,265,247,275,1322,326,344,367,392,1665,
Sri Lanka,Total (Sex),15-64 (Age),Basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,4706,4012,3903,3693,3896,3948,3878,3887,3556,
Sri Lanka,Total (Sex),15-64 (Age),Intermediate (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,2089,2133,2166,1380,2201,2246,2351,2392,1351,
Sri Lanka,Total (Sex),15-64 (Age),Less than basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,214,967,904,1346,840,763,773,767,1096,
Sri Lanka,Total (Sex),15-64 (Age),Total (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,7273,7358,7249,7741,7268,7305,7373,7442,7668,
Sri Lanka,Total (Sex),15-64 (Age),Level not stated (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,,,,,,4,,4,,
Sri Lanka,Total (Sex),15+ (Age),Advanced (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,272,254,284,1352,337,353,382,403,1705,
Sri Lanka,Total (Sex),15+ (Age),Basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,4933,4178,4064,3835,4094,4152,4104,4140,3783,
Sri Lanka,Total (Sex),15+ (Age),Intermediate (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,2133,2180,2226,1429,2273,2317,2436,2492,1421,
Sri Lanka,Total (Sex),15+ (Age),Less than basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,241,1084,1017,1503,970,874,905,908,1300,
Sri Lanka,Total (Sex),15+ (Age),Total (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,7580,7696,7591,8118,7680,7700,7831,7948,8208,
Sri Lanka,Total (Sex),15+ (Age),Level not stated (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,,,,,6,5,4,5,,
Sri Lanka,Total (Sex),25+ (Age),Advanced (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,267,248,277,1212,329,346,376,394,1524,
Sri Lanka,Total (Sex),25+ (Age),Basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,4319,3629,3522,3325,3605,3735,3674,3737,3372,
Sri Lanka,Total (Sex),25+ (Age),Intermediate (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,1854,1874,1921,1235,1974,2016,2123,2179,1232,
Sri Lanka,Total (Sex),25+ (Age),Less than basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,232,1057,985,1465,952,862,894,896,1284,
Sri Lanka,Total (Sex),25+ (Age),Total (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,6671,6808,6704,7237,6867,6961,7072,7210,7412,
Sri Lanka,Total (Sex),25+ (Age),Level not stated (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,,,,,6,3,4,4,,
Sri Lanka,Male (Sex),15-24 (Age),Advanced (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,2,2,3,63,3,5,3,5,80,
Sri Lanka,Male (Sex),15-24 (Age),Basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,435,388,399,382,353,309,319,305,307,
Sri Lanka,Male (Sex),15-24 (Age),Intermediate (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,144,168,174,127,166,169,160,171,119,
Sri Lanka,Male (Sex),15-24 (Age),Less than basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,6,19,26,27,15,10,8,9,11,
Sri Lanka,Male (Sex),15-24 (Age),Total (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,588,578,601,600,538,494,490,490,517,
Sri Lanka,Male (Sex),15-24 (Age),Level not stated (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,,,,,,,,,,
Sri Lanka,Male (Sex),15-64 (Age),Advanced (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,135,131,143,698,151,150,163,179,862,
Sri Lanka,Male (Sex),15-64 (Age),Basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,3236,2822,2744,2684,2723,2788,2701,2692,2461,
Sri Lanka,Male (Sex),15-64 (Age),Intermediate (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,1258,1322,1356,932,1327,1358,1401,1422,875,
Sri Lanka,Male (Sex),15-64 (Age),Less than basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,94,586,569,873,515,486,485,484,693,
Sri Lanka,Male (Sex),15-64 (Age),Total (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,4724,4861,4812,5187,4721,4785,4751,4780,4890,
Sri Lanka,Male (Sex),15+ (Age),Advanced (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,141,139,150,721,161,158,176,189,893,
Sri Lanka,Male (Sex),15+ (Age),Basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,3412,2957,2870,2797,2879,2941,2876,2885,2629,
Sri Lanka,Male (Sex),15+ (Age),Intermediate (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,1293,1361,1402,972,1380,1417,1469,1501,929,
Sri Lanka,Male (Sex),15+ (Age),Less than basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,104,669,640,979,598,557,575,573,828,
Sri Lanka,Male (Sex),15+ (Age),Total (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,4950,5126,5061,5470,5023,5075,5098,5150,5279,
Sri Lanka,Male (Sex),15+ (Age),Level not stated (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,,,,,5,2,2,2,,
Sri Lanka,Male (Sex),25+ (Age),Advanced (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,138,137,147,658,158,153,173,184,813,
Sri Lanka,Male (Sex),25+ (Age),Basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,2977,2569,2471,2415,2526,2633,2557,2580,2322,
Sri Lanka,Male (Sex),25+ (Age),Intermediate (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,1149,1193,1228,845,1214,1248,1309,1330,811,
Sri Lanka,Male (Sex),25+ (Age),Less than basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,98,649,615,951,583,547,567,564,817,
Sri Lanka,Male (Sex),25+ (Age),Total (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,4362,4548,4461,4870,4485,4581,4607,4660,4762,
Sri Lanka,Male (Sex),25+ (Age),Level not stated (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,,,,,5,1,2,2,,
Sri Lanka,Female (Sex),15-24 (Age),Advanced (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,3,4,4,77,5,3,3,4,100,
Sri Lanka,Female (Sex),15-24 (Age),Basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,179,161,144,128,136,108,110,97,104,
Sri Lanka,Female (Sex),15-24 (Age),Intermediate (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,136,138,132,67,132,132,153,142,70,
Sri Lanka,Female (Sex),15-24 (Age),Less than basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,3,8,7,,3,2,3,3,5,
Sri Lanka,Female (Sex),15-24 (Age),Total (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,321,311,287,281,275,245,269,247,279,
Sri Lanka,Female (Sex),15-24 (Age),Level not stated (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,,,,,,,,,,
Sri Lanka,Female (Sex),15-64 (Age),Advanced (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,130,116,132,625,174,194,204,213,803,
Sri Lanka,Female (Sex),15-64 (Age),Basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,1469,1189,1159,1009,1173,1160,1178,1194,1095,
Sri Lanka,Female (Sex),15-64 (Age),Intermediate (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,830,812,810,447,874,887,949,970,476,
Sri Lanka,Female (Sex),15-64 (Age),Less than basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,120,381,335,463,325,277,288,283,403,
Sri Lanka,Female (Sex),15-64 (Age),Total (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,2549,2497,2437,2554,2548,2520,2622,2662,2778,
Sri Lanka,Female (Sex),15-64 (Age),Level not stated (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,,,,,,2,,2,,
Sri Lanka,Female (Sex),15+ (Age),Advanced (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,131,116,134,625,176,196,207,214,812,
Sri Lanka,Female (Sex),15+ (Age),Basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,1521,1221,1194,1037,1215,1210,1227,1255,1154,
Sri Lanka,Female (Sex),15+ (Age),Intermediate (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,840,818,825,447,893,900,966,991,491,
Sri Lanka,Female (Sex),15+ (Age),Less than basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,137,415,377,514,372,317,330,335,472,
Sri Lanka,Female (Sex),15+ (Age),Total (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,2630,2570,2530,2649,2657,2625,2733,2798,2929,
Sri Lanka,Female (Sex),15+ (Age),Level not stated (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,,,,,1,2,3,3,,
Sri Lanka,Female (Sex),25+ (Age),Advanced (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,128,112,130,548,171,193,203,210,712,
Sri Lanka,Female (Sex),25+ (Age),Basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,1342,1060,1051,910,1079,1103,1117,1158,1050,
Sri Lanka,Female (Sex),25+ (Age),Intermediate (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,705,681,693,380,761,768,814,849,421,
Sri Lanka,Female (Sex),25+ (Age),Less than basic (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,134,407,370,514,369,315,327,332,467,
Sri Lanka,Female (Sex),25+ (Age),Total (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,2309,2260,2243,2367,2381,2380,2464,2551,2650,
Sri Lanka,Female (Sex),25+ (Age),Level not stated (Aggregate levels),Sri Lanka Labour Force Survey,Labour force survey,,,,,,,,1,2,2,2,,
Sudan,Total (Sex),15-24 (Age),Advanced (Aggregate levels),Household Survey,Labour force survey,,,,,,45,,,,,,,
Sudan,Total (Sex),15-24 (Age),Basic (Aggregate levels),Household Survey,Labour force survey,,,,,,421,,,,,,,
Sudan,Total (Sex),15-24 (Age),Intermediate (Aggregate levels),Household Survey,Labour force survey,,,,,,140,,,,,,,
Sudan,Total (Sex),15-24 (Age),Less than basic (Aggregate levels),Household Survey,Labour force survey,,,,,,634,,,,,,,
Sudan,Total (Sex),15-24 (Age),Total (Aggregate levels),Household Survey,Labour force survey,,,,,,1248,,,,,,,
Sudan,Total (Sex),15-24 (Age),Level not stated (Aggregate levels),Household Survey,Labour force survey,,,,,,9,,,,,,,
Sudan,Total (Sex),15-64 (Age),Advanced (Aggregate levels),Household Survey,Labour force survey,,,,,,690,,,,,,,
Sudan,Total (Sex),15-64 (Age),Basic (Aggregate levels),Household Survey,Labour force survey,,,,,,1716,,,,,,,
Sudan,Total (Sex),15-64 (Age),Intermediate (Aggregate levels),Household Survey,Labour force survey,,,,,,951,,,,,,,
Sudan,Total (Sex),15-64 (Age),Less than basic (Aggregate levels),Household Survey,Labour force survey,,,,,,3498,,,,,,,
Sudan,Total (Sex),15-64 (Age),Total (Aggregate levels),Household Survey,Labour force survey,,,,,,6892,,,,,,,
Sudan,Total (Sex),15-64 (Age),Level not stated (Aggregate levels),Household Survey,Labour force survey,,,,,,37,,,,,,,
Sudan,Total (Sex),15+ (Age),Advanced (Aggregate levels),Household Survey,Labour force survey,,,,,,700,,,,,,,
Sudan,Total (Sex),15+ (Age),Basic (Aggregate levels),Household Survey,Labour force survey,,,,,,1762,,,,,,,
Sudan,Total (Sex),15+ (Age),Intermediate (Aggregate levels),Household Survey,Labour force survey,,,,,,962,,,,,,,
