,,,,,,,,,,,,,,,,,
Country,Sex,Age,Survey,Type of Source,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Singapore,Total (Sex),25+ (Age),Labour Force Survey,Labour force survey,1628,1642,1687,1714,1784,1821,1854,1885,1928,1961,1983,2008,
Singapore,Male (Sex),15-24 (Age),Labour Force Survey,Labour force survey,91,88,89,87,99,97,103,97,98,100,101,96,
Singapore,Male (Sex),15-64 (Age),Labour Force Survey,Labour force survey,1006,1006,1019,1026,1066,1069,1084,1079,1088,1100,1099,1101,
Singapore,Male (Sex),15+ (Age),Labour Force Survey,Labour force survey,1036,1038,1054,1066,1107,1119,1138,1142,1161,1172,1178,1190,
Singapore,Male (Sex),25+ (Age),Labour Force Survey,Labour force survey,945,950,965,979,1008,1022,1035,1046,1063,1071,1077,1094,
Singapore,Female (Sex),15-24 (Age),Labour Force Survey,Labour force survey,77,73,76,68,80,81,84,74,78,87,81,72,
Singapore,Female (Sex),15-64 (Age),Labour Force Survey,Labour force survey,746,751,783,786,837,856,874,881,901,932,939,933,
Singapore,Female (Sex),15+ (Age),Labour Force Survey,Labour force survey,760,765,798,803,856,880,903,914,942,976,987,986,
Singapore,Female (Sex),25+ (Age),Labour Force Survey,Labour force survey,683,692,723,735,776,799,818,839,865,889,906,914,
Slovakia,Total (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,222,234,219,186,164,151,146,144,148,154,160,164,161
Slovakia,Total (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,2295,2350,2423,2357,2307,2303,2317,2318,2349,2405,2472,2502,2533
Slovakia,Total (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,2302,2358,2434,2366,2317,2315,2329,2329,2363,2424,2492,2531,2567
Slovakia,Total (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,2080,2123,2215,2180,2154,2165,2183,2185,2215,2270,2332,2366,2405
Slovakia,Male (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,128,134,131,112,96,95,90,88,94,96,104,101,103
Slovakia,Male (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,1287,1319,1357,1320,1278,1285,1296,1288,1308,1337,1367,1370,1395
Slovakia,Male (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,1292,1322,1364,1326,1285,1292,1303,1295,1316,1349,1378,1385,1414
Slovakia,Male (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,1164,1188,1232,1215,1188,1197,1214,1207,1223,1254,1274,1284,1311
Slovakia,Female (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,95,100,88,74,67,55,57,56,55,58,57,63,59
Slovakia,Female (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,1008,1032,1066,1036,1029,1018,1021,1029,1041,1068,1105,1132,1138
Slovakia,Female (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,1010,1036,1070,1040,1033,1023,1025,1034,1047,1075,1114,1145,1153
Slovakia,Female (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,916,935,982,965,966,968,969,978,992,1017,1057,1083,1094
Slovenia,Total (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,91,96,98,87,82,73,61,58,56,60,58,69,68
Slovenia,Total (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,937,957,975,955,942,915,906,888,892,902,902,943,962
Slovenia,Total (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,961,985,996,981,966,936,924,906,917,917,915,959,981
Slovenia,Total (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,870,889,898,894,884,863,863,848,861,857,857,891,912
Slovenia,Male (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,54,58,58,51,48,44,36,34,32,33,32,40,40
Slovenia,Male (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,510,525,532,516,509,495,490,484,486,492,484,506,519
Slovenia,Male (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,524,540,543,531,523,506,500,495,499,501,491,516,530
Slovenia,Male (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,470,482,484,479,475,462,463,461,467,468,459,476,491
Slovenia,Female (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,37,38,39,36,33,29,25,24,24,27,26,28,29
Slovenia,Female (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,427,432,443,439,432,420,416,404,407,410,419,437,443
Slovenia,Female (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,438,446,453,450,443,430,424,411,417,417,424,443,450
Slovenia,Female (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,400,407,414,414,409,401,399,388,393,389,398,415,422
Solomon Islands,Total (Sex),15-24 (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,93,,,,,
Solomon Islands,Total (Sex),15-64 (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,401,,,,,
Solomon Islands,Total (Sex),15+ (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,412,,,,,
Solomon Islands,Total (Sex),25+ (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,319,,,,,
Solomon Islands,Male (Sex),15-24 (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,45,,,,,
Solomon Islands,Male (Sex),15-64 (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,211,,,,,
Solomon Islands,Male (Sex),15+ (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,218,,,,,
Solomon Islands,Male (Sex),25+ (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,172,,,,,
Solomon Islands,Female (Sex),15-24 (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,47,,,,,
Solomon Islands,Female (Sex),15-64 (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,190,,,,,
Solomon Islands,Female (Sex),15+ (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,194,,,,,
Solomon Islands,Female (Sex),25+ (Age),Household Income and Expenditure Survey,Household income/expenditure survey,,,,,,,,146,,,,,
Solomon Islands,Total (Sex),15+ (Age),Population census,Population census,,,,210,,,,,,,,,
Solomon Islands,Male (Sex),15+ (Age),Population census,Population census,,,,108,,,,,,,,,
Solomon Islands,Female (Sex),15+ (Age),Population census,Population census,,,,103,,,,,,,,,
South Africa,Total (Sex),15-24 (Age),Quarterly Labour Force Survey,Labour force survey,1232,1304,1628,1427,1269,1273,1242,1277,1263,1367,1271,1288,1222
South Africa,Total (Sex),15-64 (Age),Quarterly Labour Force Survey,Labour force survey,11030,11494,14589,14194,13791,14072,14425,14866,15146,15741,15780,16164,16394
South Africa,Total (Sex),15+ (Age),Quarterly Labour Force Survey,Labour force survey,11224,11716,14747,14335,13942,14198,14551,15027,15317,15928,15968,16364,16610
South Africa,Total (Sex),25+ (Age),Quarterly Labour Force Survey,Labour force survey,9992,10412,13119,12908,12673,12925,13309,13749,14054,14561,14697,15076,15388
South Africa,Male (Sex),15-24 (Age),Quarterly Labour Force Survey,Labour force survey,753,810,956,836,746,746,742,744,742,817,778,772,741
South Africa,Male (Sex),15-64 (Age),Quarterly Labour Force Survey,Labour force survey,6747,6970,8310,8006,7839,7965,8161,8327,8513,8859,8906,9063,9186
South Africa,Male (Sex),15+ (Age),Quarterly Labour Force Survey,Labour force survey,6875,7116,8407,8090,7927,8038,8243,8423,8608,8966,9022,9183,9306
South Africa,Male (Sex),25+ (Age),Quarterly Labour Force Survey,Labour force survey,6122,6307,7451,7254,7181,7291,7501,7679,7867,8149,8244,8411,8564
South Africa,Female (Sex),15-24 (Age),Quarterly Labour Force Survey,Labour force survey,479,495,672,591,523,527,500,533,521,550,493,516,480
South Africa,Female (Sex),15-64 (Age),Quarterly Labour Force Survey,Labour force survey,4283,4524,6280,6188,5952,6107,6264,6539,6634,6882,6874,7101,7207
South Africa,Female (Sex),15+ (Age),Quarterly Labour Force Survey,Labour force survey,4349,4600,6340,6246,6015,6160,6308,6604,6709,6962,6946,7181,7304
South Africa,Female (Sex),25+ (Age),Quarterly Labour Force Survey,Labour force survey,3870,4105,5668,5654,5492,5633,5808,6070,6187,6412,6453,6665,6824
South Sudan,Total (Sex),15-24 (Age),Population and Housing Census,Population census,,,856,,,,,,,,,,
South Sudan,Total (Sex),15-64 (Age),Population and Housing Census,Population census,,,2890,,,,,,,,,,
South Sudan,Total (Sex),15+ (Age),Population and Housing Census,Population census,,,2999,,,,,,,,,,
South Sudan,Total (Sex),25+ (Age),Population and Housing Census,Population census,,,2143,,,,,,,,,,
South Sudan,Male (Sex),15-24 (Age),Population and Housing Census,Population census,,,415,,,,,,,,,,
South Sudan,Male (Sex),15-64 (Age),Population and Housing Census,Population census,,,1520,,,,,,,,,,
South Sudan,Male (Sex),15+ (Age),Population and Housing Census,Population census,,,1595,,,,,,,,,,
South Sudan,Male (Sex),25+ (Age),Population and Housing Census,Population census,,,1179,,,,,,,,,,
South Sudan,Female (Sex),15-24 (Age),Population and Housing Census,Population census,,,441,,,,,,,,,,
South Sudan,Female (Sex),15-64 (Age),Population and Housing Census,Population census,,,1371,,,,,,,,,,
South Sudan,Female (Sex),15+ (Age),Population and Housing Census,Population census,,,1404,,,,,,,,,,
South Sudan,Female (Sex),25+ (Age),Population and Housing Census,Population census,,,963,,,,,,,,,,
Spain,Total (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,2042,2014,1837,1397,1210,1042,853,763,749,803,820,921,989
Spain,Total (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,19792,20437,20316,18957,18574,18271,17477,17002,17211,17717,18183,18649,19136
Spain,Total (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,19939,20580,20470,19107,18724,18421,17633,17139,17344,17866,18342,18825,19328
Spain,Total (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,17897,18566,18633,17710,17514,17380,16780,16376,16596,17063,17521,17904,18338
Spain,Male (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,1172,1164,1026,748,635,531,438,401,398,427,445,488,531
Spain,Male (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,11707,11968,11708,10643,10338,10068,9520,9237,9364,9676,9910,10162,10420
Spain,Male (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,11809,12067,11805,10733,10424,10152,9608,9316,9443,9760,10001,10266,10532
Spain,Male (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,10636,10904,10779,9985,9789,9621,9170,8915,9045,9334,9556,9778,10001
Spain,Female (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,869,850,811,649,575,510,414,362,351,376,375,433,459
Spain,Female (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,8085,8469,8608,8314,8236,8203,7957,7765,7847,8041,8272,8487,8717
Spain,Female (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,8131,8513,8664,8374,8301,8269,8025,7823,7902,8106,8341,8559,8796
Spain,Female (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,7261,7662,7854,7725,7725,7758,7610,7461,7551,7730,7965,8126,8337
Sri Lanka,Total (Sex),15-24 (Age),Sri Lanka Labour Force Survey,Labour force survey,,,,909,888,887,881,813,739,759,737,796,
Sri Lanka,Total (Sex),15-64 (Age),Sri Lanka Labour Force Survey,Labour force survey,,,,7273,7358,7249,7741,7268,7305,7373,7442,7668,
Sri Lanka,Total (Sex),15+ (Age),Sri Lanka Labour Force Survey,Labour force survey,7104,7042,7175,7580,7696,7591,8118,7680,7700,7831,7948,8208,
Sri Lanka,Total (Sex),25+ (Age),Sri Lanka Labour Force Survey,Labour force survey,,,,6671,6808,6704,7237,6867,6961,7072,7210,7412,
Sri Lanka,Male (Sex),15-24 (Age),Sri Lanka Labour Force Survey,Labour force survey,,,,588,578,601,600,538,494,490,490,517,
Sri Lanka,Male (Sex),15-64 (Age),Sri Lanka Labour Force Survey,Labour force survey,,,,4724,4861,4812,5187,4721,4785,4751,4780,4890,
Sri Lanka,Male (Sex),15+ (Age),Sri Lanka Labour Force Survey,Labour force survey,4615,4653,4663,4950,5126,5061,5470,5023,5075,5098,5150,5279,
Sri Lanka,Male (Sex),25+ (Age),Sri Lanka Labour Force Survey,Labour force survey,,,,4362,4548,4461,4870,4485,4581,4607,4660,4762,
Sri Lanka,Female (Sex),15-24 (Age),Sri Lanka Labour Force Survey,Labour force survey,,,,321,311,287,281,275,245,269,247,279,
Sri Lanka,Female (Sex),15-64 (Age),Sri Lanka Labour Force Survey,Labour force survey,,,,2549,2497,2437,2554,2548,2520,2622,2662,2778,
Sri Lanka,Female (Sex),15+ (Age),Sri Lanka Labour Force Survey,Labour force survey,2490,2389,2511,2630,2570,2530,2649,2657,2625,2733,2798,2929,
Sri Lanka,Female (Sex),25+ (Age),Sri Lanka Labour Force Survey,Labour force survey,,,,2309,2260,2243,2367,2381,2380,2464,2551,2650,
Sudan,Total (Sex),15-24 (Age),Household Survey,Labour force survey,,,,,,1248,,,,,,,
Sudan,Total (Sex),15-64 (Age),Household Survey,Labour force survey,,,,,,6892,,,,,,,
Sudan,Total (Sex),15+ (Age),Household Survey,Labour force survey,,,,,,7310,,,,,,,
Sudan,Total (Sex),25+ (Age),Household Survey,Labour force survey,,,,,,6061,,,,,,,
Sudan,Male (Sex),15-24 (Age),Household Survey,Labour force survey,,,,,,910,,,,,,,
Sudan,Male (Sex),15-64 (Age),Household Survey,Labour force survey,,,,,,5247,,,,,,,
Sudan,Male (Sex),15+ (Age),Household Survey,Labour force survey,,,,,,5617,,,,,,,
Sudan,Male (Sex),25+ (Age),Household Survey,Labour force survey,,,,,,4707,,,,,,,
Sudan,Female (Sex),15-24 (Age),Household Survey,Labour force survey,,,,,,338,,,,,,,
Sudan,Female (Sex),15-64 (Age),Household Survey,Labour force survey,,,,,,1645,,,,,,,
Sudan,Female (Sex),15+ (Age),Household Survey,Labour force survey,,,,,,1693,,,,,,,
Sudan,Female (Sex),25+ (Age),Household Survey,Labour force survey,,,,,,1355,,,,,,,
Sudan,Total (Sex),15-24 (Age),Population and Housing Census,Population census,,,2116,,,,,,,,,,
Sudan,Total (Sex),15+ (Age),Population and Housing Census,Population census,,,9283,,,,,,,,,,
Sudan,Total (Sex),25+ (Age),Population and Housing Census,Population census,,,7167,,,,,,,,,,
Sudan,Male (Sex),15-24 (Age),Population and Housing Census,Population census,,,1388,,,,,,,,,,
Sudan,Male (Sex),15+ (Age),Population and Housing Census,Population census,,,6557,,,,,,,,,,
Sudan,Male (Sex),25+ (Age),Population and Housing Census,Population census,,,5169,,,,,,,,,,
Sudan,Female (Sex),15-24 (Age),Population and Housing Census,Population census,,,747,,,,,,,,,,
Sudan,Female (Sex),15+ (Age),Population and Housing Census,Population census,,,2817,,,,,,,,,,
Sudan,Female (Sex),25+ (Age),Population and Housing Census,Population census,,,2070,,,,,,,,,,
Suriname,Total (Sex),15-24 (Age),Continuous Household Sample Survey,Labour force survey,,,,16,17,16,15,15,17,17,,,
Suriname,Total (Sex),15-64 (Age),Continuous Household Sample Survey,Labour force survey,,,,132,135,136,136,141,144,136,,,
Suriname,Total (Sex),15+ (Age),Continuous Household Sample Survey,Labour force survey,,,,132,135,136,136,141,144,136,,,
Suriname,Total (Sex),25+ (Age),Continuous Household Sample Survey,Labour force survey,,,,117,118,120,121,126,127,120,,,
Suriname,Male (Sex),15-24 (Age),Continuous Household Sample Survey,Labour force survey,,,,11,12,11,11,10,11,12,,,
Suriname,Male (Sex),15-64 (Age),Continuous Household Sample Survey,Labour force survey,,,,82,85,83,82,87,88,84,,,
Suriname,Male (Sex),15+ (Age),Continuous Household Sample Survey,Labour force survey,,,,82,85,83,82,87,88,84,,,
Suriname,Male (Sex),25+ (Age),Continuous Household Sample Survey,Labour force survey,,,,70,72,72,71,76,76,72,,,
Suriname,Female (Sex),15-24 (Age),Continuous Household Sample Survey,Labour force survey,,,,4,5,4,4,5,5,5,,,
Suriname,Female (Sex),15-64 (Age),Continuous Household Sample Survey,Labour force survey,,,,51,50,52,54,54,56,52,,,
Suriname,Female (Sex),15+ (Age),Continuous Household Sample Survey,Labour force survey,,,,51,50,52,54,54,56,52,,,
Suriname,Female (Sex),25+ (Age),Continuous Household Sample Survey,Labour force survey,,,,46,45,48,49,49,51,47,,,
Sweden,Total (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,459,496,508,471,483,510,498,510,517,523,521,523,523
Sweden,Total (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,4352,4453,4494,4391,4403,4498,4510,4554,4597,4660,4736,4834,4921
Sweden,Total (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,4429,4541,4593,4499,4524,4626,4657,4704,4772,4837,4910,5022,5113
Sweden,Total (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,3970,4045,4085,4028,4040,4116,4159,4194,4256,4314,4389,4499,4590
Sweden,Male (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,233,253,260,237,245,261,247,255,259,261,261,266,263
Sweden,Male (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,2280,2333,2357,2291,2312,2355,2350,2373,2391,2420,2457,2515,2564
Sweden,Male (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,2331,2390,2422,2359,2394,2438,2442,2467,2502,2530,2562,2629,2680
Sweden,Male (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,2098,2138,2162,2122,2148,2177,2195,2212,2244,2269,2301,2363,2417
Sweden,Female (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,226,243,248,234,238,249,251,255,258,262,260,257,260
Sweden,Female (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,2072,2120,2137,2101,2092,2143,2160,2181,2207,2240,2278,2319,2358
Sweden,Female (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,2099,2150,2171,2140,2130,2188,2215,2237,2270,2307,2348,2393,2433
Sweden,Female (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,1873,1907,1923,1906,1892,1938,1964,1982,2012,2045,2089,2136,2173
Switzerland,Total (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,560,559,566,565,578,586,576,578,576,570,574,572,560
Switzerland,Total (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,3954,4015,4112,4140,4087,4169,4214,4246,4307,4371,4423,4454,4489
Switzerland,Total (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,4051,4122,4229,4268,4208,4298,4351,4393,4469,4538,4604,4637,4675
Switzerland,Total (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,3492,3563,3663,3703,3630,3712,3775,3815,3893,3969,4031,4065,4116
Switzerland,Male (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,290,297,293,285,299,302,298,298,296,286,290,296,287
Switzerland,Male (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,2154,2193,2219,2226,2215,2253,2270,2280,2300,2329,2349,2376,2390
Switzerland,Male (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,2214,2259,2289,2304,2289,2335,2355,2369,2398,2430,2461,2487,2502
Switzerland,Male (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,1924,1962,1996,2020,1990,2033,2057,2070,2102,2144,2171,2191,2216
